movie_title,actor_1_facebook_likes,gross,language,director_name,title_year,genres,movie_facebook_likes,season,movie_imdb_link,movie_lens_rating,imdb_score,plot_keywords,aspect_ratio,num_critic_for_reviews,country,duration,facenumber_in_poster,director_facebook_likes,week_day,actor_3_name,num_user_for_reviews,color,date,cast_total_facebook_likes,actor_2_name,actor_3_facebook_likes,num_voted_users,actor_1_name,actor_2_facebook_likes,budget
Kung Fu Hustle,264,17104669,Cantonese,Stephen Chow,2004,Action|Comedy|Crime|Fantasy,0,spring,http://www.imdb.com/title/tt0373074/?ref_=fn_tt_tt_1,,7.8,1940s|axe|china|gang|sign language,2.35,377,Hong Kong,99,1,0,4,Qiu Yuen,354,Color,4/22/2005 0:00,537,Chi Ling Chiu,59,99353,Shengyi Huang,62,20000000
Kung Fu Killer,79,129115,Cantonese,Teddy Chan,2014,Action|Drama,0,Fail,http://www.imdb.com/title/tt2952602/?ref_=fn_tt_tt_1,5,6.5,fight|kung fu|martial arts|police|wire fu,2.35,65,China,100,2,3,No_Date,Wai-Keung Lau,26,Color,No date,285,Charlie Yeung,55,5900,Siu-Wong Fan,68,25000000
Kung Fu Panda 2,11000,165230261,English,Jennifer Yuh Nelson,2011,Action|Adventure|Animation|Comedy|Family,20000,spring,http://www.imdb.com/title/tt1302011/?ref_=fn_tt_tt_1,,7.3,china|kung fu|panda|peacock|tigress,2.35,284,USA,90,0,90,3,Mike Bell,209,Color,5/26/2011 0:00,21015,Gary Oldman,15,182718,Angelina Jolie Pitt,10000,150000000
Kung Fu Panda 3,24000,143523463,English,Alessandro Carloni,2016,Action|Adventure|Animation|Comedy|Family,24000,winter,http://www.imdb.com/title/tt2267968/?ref_=fn_tt_tt_1,3,7.2,china|kung fu|panda|pig|village,2.35,210,USA,95,0,5,4,Wayne Knight,145,Color,1/29/2016 0:00,36095,Angelina Jolie Pitt,967,64322,J.K. Simmons,11000,145000000
Kung Fu Panda,11000,215395021,English,Mark Osborne,2008,Action|Adventure|Animation|Comedy|Family,6000,spring,http://www.imdb.com/title/tt0441773/?ref_=fn_tt_tt_1,,7.6,kung fu|kung fu master|master|panda|snow leopard,2.35,266,USA,92,0,54,4,Dan Fogler,360,Color,6/6/2008 0:00,12754,Wayne Knight,562,307029,Angelina Jolie Pitt,967,130000000
Kung Pow: Enter the Fist,176,16033556,English,Steve Oedekerk,2002,Action|Comedy,0,winter,http://www.imdb.com/title/tt0240468/?ref_=fn_tt_tt_1,3,6.2,chosen one|comic violence|intentionally bad|kung fu|stylized violence,2.35,63,USA,81,1,176,4,Jennifer Tung,518,Color,1/25/2002 0:00,361,Simon Rhee,39,37901,Steve Oedekerk,67,10000000
L!fe Happens,945,20186,English,Kat Coiro,2011,Comedy,995,spring,http://www.imdb.com/title/tt1726589/?ref_=fn_tt_tt_1,4,5.7,friendship|los angeles california|one night stand|roommate|single mother,2.35,18,USA,100,8,28,4,Kristen Johnston,15,Color,4/13/2012 0:00,2924,Geoff Stults,501,6025,Justin Kirk,756,930000
L.A. Confidential,18000,64604977,English,Curtis Hanson,1997,Crime|Drama|Mystery|Thriller,11000,summer,http://www.imdb.com/title/tt0119488/?ref_=fn_tt_tt_1,3,8.3,1950s|call girl|corruption|murder|police detective,2.35,177,USA,138,2,161,4,Paul Guilfoyle,625,Color,9/19/1997 0:00,19129,Matt McCoy,210,414219,Kevin Spacey,398,35000000
L.I.E.,80,1141829,English,Michael Cuesta,2001,Crime|Drama,420,fall,http://www.imdb.com/title/tt0242587/?ref_=fn_tt_tt_1,4,7.2,ephebophile|pederasty|pedophilia|playing hooky|shaving,1.85,64,USA,97,1,52,4,Walter Masterson,109,Color,11/29/2002 0:00,209,Bruce Altman,36,8509,Adam LeFevre,67,700000
La Bamba,699,54215416,English,Luis Valdez,1987,Biography|Drama|Music,0,summer,http://www.imdb.com/title/tt0093378/?ref_=fn_tt_tt_1,1,6.8,crash|hispanic|interracial relationship|interracial romance|racism,1.85,18,USA,108,1,7,4,Danielle von Zerneck,63,Color,7/24/1987 0:00,936,Rosanna DeSoto,51,21409,Esai Morales,63,6500000
La Famille B\xc3\xa9lier,68,,French,Eric Lartigau,2014,Comedy|Drama|Music,0,Fail,http://www.imdb.com/title/tt3547740/?ref_=fn_tt_tt_1,2.5,7.4,audition|deaf|family relationships|love|singing,1.85,94,France,106,4,7,No_Date,Fran\xc3\xa7ois Damiens,27,Color,No date,175,Eric Elmosnino,24,15060,Karin Viard,29,11000000
La otra conquista,174,886410,Spanish,Salvador Carrasco,1998,Drama|History,140,spring,http://www.imdb.com/title/tt0175996/?ref_=fn_tt_tt_1,,6.8,1520s|aztec|indian|spanish colonization|spanish conquest,1.85,39,Mexico,106,0,22,4,Dami\xc3\xa1n Delgado,494,Color,4/21/2000 0:00,222,Zaide Silvia Guti\xc3\xa9rrez,10,1024,Elpidia Carrillo,16,3500000
Labor Day,24000,13362308,English,Jason Reitman,2013,Drama,0,winter,http://www.imdb.com/title/tt1967545/?ref_=fn_tt_tt_1,1,6.9,baseball|baseball practice|escaped convict|neighbor|tied to a chair,2.35,217,USA,111,1,655,4,Brooke Smith,111,Color,1/31/2014 0:00,39307,Kate Winslet,405,31898,J.K. Simmons,14000,18000000
Ladder 49,2000,74540762,English,Jay Russell,2004,Action|Drama|Thriller,0,fall,http://www.imdb.com/title/tt0349710/?ref_=fn_tt_tt_1,,6.5,death of husband|fire|firefighter|funeral|main character dies,1.85,125,USA,115,2,13,4,Jacinda Barrett,323,Color,10/1/2004 0:00,4496,Jay Hernandez,579,48753,Billy Burke,1000,55000000
Lady in the Water,3000,42272747,English,M. Night Shyamalan,2006,Drama|Fantasy|Mystery|Thriller,0,summer,http://www.imdb.com/title/tt0452637/?ref_=fn_tt_tt_1,3,5.6,apartment|bedtime story|eagle|stuttering|swimming pool,1.85,284,USA,110,1,0,4,Bob Balaban,1040,Color,7/21/2006 0:00,5609,Freddy Rodr\xc3\xadguez,559,78635,Bryce Dallas Howard,579,70000000
Lady in White,968,1705139,English,Frank LaLoggia,1988,Fantasy|Horror|Mystery|Thriller,0,spring,http://www.imdb.com/title/tt0095484/?ref_=fn_tt_tt_1,3,6.7,1960s|boy|ghost|murder|small town,1.85,130,USA,118,0,7,4,Katherine Helmond,69,Color,4/22/1988 0:00,2545,Lukas Haas,339,4695,Alex Rocco,733,4700000
Lady Vengeance,717,211667,Korean,Chan-wook Park,2005,Crime|Drama,4000,Fail,http://www.imdb.com/title/tt0451094/?ref_=fn_tt_tt_1,4,7.7,cake|christian|lesbian sex|oral sex|pregnant schoolgirl,2.35,202,South Korea,112,0,0,No weekday,Hye-jeong Kang,131,Color,No date,907,Yeong-ae Lee,38,53508,Min-sik Choi,126,4200000000
Ladyhawke,2000,,English,Richard Donner,1985,Adventure|Comedy|Drama|Fantasy,0,spring,http://www.imdb.com/title/tt0089457/?ref_=fn_tt_tt_1,,7,bishop|escape|hawk|lady|thief,2.35,52,USA,121,2,503,4,Leo McKern,185,Color,4/12/1985 0:00,2251,John Wood,83,33597,Matthew Broderick,92,20000000
Lage Raho Munna Bhai,464,,Hindi,Rajkumar Hirani,2006,Comedy|Drama|Romance,349,summer,http://www.imdb.com/title/tt0456144/?ref_=fn_tt_tt_1,,8.2,love|professor of history|radio|satyagraha|unscrupulous builder,2.35,15,India,144,0,124,4,Jimmy Shergill,106,Color,9/1/2006 0:00,1761,Sanjay Dutt,327,27569,Vidya Balan,426,120000000
Lake Mungo,12,,English,Joel Anderson,2008,Drama|Horror|Mystery|Thriller,0,winter,http://www.imdb.com/title/tt0816556/?ref_=fn_tt_tt_1,2,6.1,ghost|lake|parapsychologist|psychic|secret,1.85,95,Australia,89,0,0,4,Martin Sharpe,85,Color,1/29/2010 0:00,29,Rosie Traynor,5,9465,Talia Zucker,5,1400000
Lake of Fire,103,23807,English,Tony Kaye,2006,Documentary,570,fall,http://www.imdb.com/title/tt0841119/?ref_=fn_tt_tt_1,1.5,8.3,abortion|southern accent|title based on the bible|trial|usa,,47,USA,152,0,194,2,Bill Baird,29, Black and White,10/3/2007 0:00,105,Pat Buchanan,0,2143,Noam Chomsky,2,
Lake Placid,1000,31768374,English,Steve Miner,1999,Action|Comedy|Horror,2000,summer,http://www.imdb.com/title/tt0139414/?ref_=fn_tt_tt_1,4,5.6,crocodile|eaten alive|lake|maine|sheriff,2.35,152,USA,82,0,49,4,Ty Olsson,366,Color,7/16/1999 0:00,3313,Bridget Fonda,429,42761,Oliver Platt,888,27000000
Lakeview Terrace,1000,39263506,English,Neil LaBute,2008,Crime|Drama|Thriller,0,summer,http://www.imdb.com/title/tt0947802/?ref_=fn_tt_tt_1,,6.1,interracial couple|lapd|male nudity|neighbor|nudity,2.35,165,USA,110,1,119,4,Robert Pine,135,Color,9/19/2008 0:00,2382,Justin Chambers,332,40469,Jay Hernandez,931,22000000
Land of the Dead,654,20433940,English,George A. Romero,2005,Horror,0,summer,http://www.imdb.com/title/tt0418819/?ref_=fn_tt_tt_1,3,6.2,apocalypse|mercenary|skyscraper|urban setting|zombie apocalypse,2.35,252,Canada,97,8,0,4,Pedro Miguel Arce,662, Black and White,6/24/2005 0:00,1876,Shawn Roberts,233,78883,Tony Nappo,529,15000000
Land of the Lost,8000,49392095,English,Brad Silberling,2009,Adventure|Comedy|Sci-Fi,0,spring,http://www.imdb.com/title/tt0457400/?ref_=fn_tt_tt_1,,5.4,human versus dinosaur|lizard|primate|time travel|tyrannosaurus rex,1.85,167,USA,102,1,52,4,Bobe J. Thompson,224,Color,6/5/2009 0:00,10552,Anna Friel,526,52029,Will Ferrell,735,100000000
Lara Croft Tomb Raider: The Cradle of Life,18000,65653758,English,Jan de Bont,2003,Action|Adventure|Fantasy,0,summer,http://www.imdb.com/title/tt0325703/?ref_=fn_tt_tt_1,,5.5,duology|female hero|female lead|orb|pandora's box,2.35,157,USA,117,1,101,4,Djimon Hounsou,316,Color,7/25/2003 0:00,33154,Angelina Jolie Pitt,3000,102747,Gerard Butler,11000,95000000
Lara Croft: Tomb Raider,11000,131144183,English,Simon West,2001,Action|Adventure|Fantasy|Thriller,0,spring,http://www.imdb.com/title/tt0146316/?ref_=fn_tt_tt_1,,5.7,illuminati|planetary alignment|time|tomb|tomb raider,2.35,199,USA,100,1,165,4,Chris Barrie,824,Color,6/15/2001 0:00,12150,Noah Taylor,240,157016,Angelina Jolie Pitt,509,115000000
Larry Crowne,15000,35565975,English,Tom Hanks,2011,Comedy|Drama|Romance,0,summer,http://www.imdb.com/title/tt1583420/?ref_=fn_tt_tt_1,0.5,6.1,bus stop|college|community college|scooter|speech class,2.35,218,USA,98,0,15000,4,Randall Park,184,Color,7/1/2011 0:00,16827,Rob Riggle,392,49205,Tom Hanks,839,30000000
Larry the Cable Guy: Health Inspector,690,15655665,English,Trent Cooper,2006,Comedy|Romance,110,spring,http://www.imdb.com/title/tt0462395/?ref_=fn_tt_tt_1,2.5,3.1,diner|food poisoning|health inspector|restaurant|undercover,1.33,37,USA,89,2,0,4,Megyn Price,112,Color,3/24/2006 0:00,2135,Larry the Cable Guy,323,9104,Thomas F. Wilson,400,4000000
Lars and the Real Girl,33000,5949693,English,Craig Gillespie,2007,Comedy|Drama|Romance,19000,fall,http://www.imdb.com/title/tt0805564/?ref_=fn_tt_tt_1,,7.4,in love with an inanimate object|internet|introvert|psychologist|sex doll,1.85,226,USA,106,1,44,4,Paul Schneider,299,Color,11/2/2007 0:00,34351,Kelli Garner,552,114762,Ryan Gosling,730,12000000
Last Action Hero,670,50016394,English,John McTiernan,1993,Action|Adventure|Comedy|Fantasy,0,spring,http://www.imdb.com/title/tt0107362/?ref_=fn_tt_tt_1,3.5,6.2,action hero|hero|magic|ticket|video store,2.35,80,USA,130,1,323,4,Joan Plowright,257,Color,6/18/1993 0:00,2407,Tom Noonan,330,106528,F. Murray Abraham,442,70000000
Last Holiday,1000,38360195,English,Wayne Wang,2006,Adventure|Comedy|Drama,0,winter,http://www.imdb.com/title/tt0408985/?ref_=fn_tt_tt_1,1.5,6.4,chef|congressman|cook|hotel|senator,2.35,99,USA,112,1,61,4,Timothy Hutton,116,Color,1/13/2006 0:00,3757,Alicia Witt,501,21215,LL Cool J,976,45000000
Last Man Standing            ,995,,English,,,Comedy,0,Fail,http://www.imdb.com/title/tt1828327/?ref_=fn_tt_tt_1,0.5,7.4,family relationships|husband wife relationship|live studio audience|sitcom|three word title,16,4,USA,30,1,,Series_No_Date,Nancy Travis,87,Color,No date,2465,Kaitlyn Dever,359,15114,Hector Elizondo,363,
Last Orders,5000,2326407,English,Fred Schepisi,2001,Drama,305,winter,http://www.imdb.com/title/tt0253200/?ref_=fn_tt_tt_1,3.5,7,ashes|butcher|friend|friendship|memory,2.35,61,UK,109,5,40,4,JJ Feild,99,Color,1/11/2002 0:00,7166,Ray Winstone,794,5016,Bob Hoskins,1000,12000000
Last Vegas,22000,63910583,English,Jon Turteltau,2013,Comedy|Romance,27000,fall,http://www.imdb.com/title/tt1204975/?ref_=fn_tt_tt_1,3.5,6.6,bachelor party|bloody mary the drink|bouncer|brooklyn new york city|vegas,2.35,222,USA,105,2,226,4,Romany Malco,173,Color,11/1/2013 0:00,35694,Morgan Freeman,966,106755,Robert De Niro,11000,28000000
Latter Days,23000,819939,English,C. Jay Cox,2003,Comedy|Drama|Romance,0,summer,http://www.imdb.com/title/tt0345551/?ref_=fn_tt_tt_1,,7.2,christian|male frontal nudity|mormon|mormon missionary|nudity,1.85,35,USA,107,2,6,3,Jacqueline Bisset,252,Color,7/1/2004 0:00,26017,Rob McElhenney,522,14580,Joseph Gordon-Levitt,813,850000
Law Abiding Citizen,18000,73343413,English,F. Gary Gray,2009,Crime|Drama|Thriller,21000,fall,http://www.imdb.com/title/tt1197624/?ref_=fn_tt_tt_1,,7.4,attorney|deal|district attorney|investigation|justice,2.35,216,USA,118,0,473,4,Michael Kelly,429,Color,10/16/2009 0:00,22517,Leslie Bib,963,217480,Gerard Butler,1000,50000000
Lawrence of Arabia,607,6000000,English,David Lean,1962,Adventure|Biography|Drama|History|War,11000,fall,http://www.imdb.com/title/tt0056172/?ref_=fn_tt_tt_1,,8.4,arab|british military|desert|ottoman empire|t.e. lawrence,2.2,181,UK,227,8,767,1,Jack Hawkins,559,Color,12/11/1962 0:00,1076,Jos\xc3\xa9 Ferrer,87,192775,Claude Rains,202,15000000
Laws of Attraction,638,17848322,English,Peter Howitt,2004,Comedy|Romance,702,spring,http://www.imdb.com/title/tt0323033/?ref_=fn_tt_tt_1,2.5,5.9,date|divorce|divorce lawyer|drinking|lawyer,2.35,90,Ireland,90,1,29,4,Nora Dunn,102,Color,4/30/2004 0:00,961,Mike Doyle,142,18771,Frances Fisher,160,28000000
Layer Cake,27000,2338695,English,Matthew Vaughn,2004,Crime|Drama|Thriller,0,spring,http://www.imdb.com/title/tt0375912/?ref_=fn_tt_tt_1,4,7.4,cake|cocaine|drugs|pills|serbian,2.35,149,UK,105,1,905,4,Jamie Foreman,263,Color,6/3/2005 0:00,29277,Sally Hawkins,466,134070,Tom Hardy,594,4000000
Le Havre,232,611709,French,Aki Kaurism\xc3\xa4ki,2011,Comedy|Drama,0,summer,http://www.imdb.com/title/tt1508675/?ref_=fn_tt_tt_1,,7.2,bar|container|illegal immigrant|neighbor|shoe shiner,1.85,205,Finland,93,1,592,3,Jean-Pierre Darroussin,41,Color,9/8/2011 0:00,391,Kati Outinen,36,15267,Jean-Pierre L\xc3\xa9aud,67,3850000
Leap Year,3000,12561,English,Anand Tucker,2010,Comedy|Romance,13000,winter,http://www.imdb.com/title/tt1216492/?ref_=fn_tt_tt_1,2.5,6.4,ireland|irish|journey|tradition|travel,2.35,134,USA,100,2,14,4,Dominique McElligott,181,Color,1/8/2010 0:00,4094,Kaitlin Olson,356,71276,Adam Scott,547,19000000
Leatherheads,142,31199215,English,George Clooney,2008,Comedy|Drama|Romance|Sport,472,spring,http://www.imdb.com/title/tt0379865/?ref_=fn_tt_tt_1,2,6,college football|fight|football|hero|surrender,1.85,186,USA,114,8,0,4,Matt Bushell,120,Color,4/4/2008 0:00,589,Malcolm Goodwin,110,27664,Robert Baker,117,58000000
Leaving Las Vegas,12000,31968347,English,Mike Figgis,1995,Drama|Romance,0,winter,http://www.imdb.com/title/tt0113627/?ref_=fn_tt_tt_1,2.5,7.6,alcoholic|bar|love|prostitute|sex,1.66,123,USA,111,0,81,4,Julian Sands,286,Color,2/9/1996 0:00,14823,Valeria Golino,687,93894,Nicolas Cage,898,3600000
Left Behind,12000,13998282,English,Vic Armstrong,2014,Action|Drama|Fantasy|Mystery|Thriller,31000,fall,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1,,3.1,bible quote|chaos|faith|riot|shrine,2.35,169,USA,110,1,179,4,Quinton Aaron,374,Color,10/3/2014 0:00,15044,Lea Thompson,734,24854,Nicolas Cage,1000,16000000
Left Behind,12000,13998282,English,Vic Armstrong,2014,Action|Drama|Fantasy|Mystery|Thriller,31000,fall,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1,,3.1,bible quote|chaos|faith|riot|shrine,2.35,169,USA,110,1,179,4,Quinton Aaron,374,Color,10/3/2014 0:00,15044,Lea Thompson,734,24854,Nicolas Cage,1000,16000000
Legal Eagles,954,49851591,English,Ivan Reitman,1986,Comedy|Crime|Romance,263,spring,http://www.imdb.com/title/tt0091396/?ref_=fn_tt_tt_1,4,5.9,judicial|judiciary|lawyer|murder|painting,2.35,16,USA,116,3,425,4,Roscoe Lee Browne,34,Color,6/20/1986 0:00,2179,Debra Winger,204,7900,Brian Dennehy,568,40000000
"Legally Blonde 2: Red, White & Blonde",934,89808372,English,Charles Herman-Wurmfeld,2003,Comedy,660,summer,http://www.imdb.com/title/tt0333780/?ref_=fn_tt_tt_1,2,4.6,animal rights|congresswoman|doorman|transvestism|washington d.c.,1.85,133,USA,95,2,0,2,Bob Newhart,297,Color,7/2/2003 0:00,3500,Bruce McGill,643,46417,Mary Lynn Rajsku,655,45000000
Legally Blonde,2000,95001351,English,Robert Luketic,2001,Comedy|Romance,0,summer,http://www.imdb.com/title/tt0250494/?ref_=fn_tt_tt_1,2,6.2,blonde|harvard|law|law school|sorority,2.35,163,USA,96,1,126,4,Alanna Ubach,548,Color,7/13/2001 0:00,4380,Raquel Welch,584,131801,Linda Cardellini,788,18000000
Legend of Kung Fu Rabbit,970,,Mandarin,Lijun Sun,2011,Action|Adventure|Animation|Comedy|Family,211,summer,http://www.imdb.com/title/tt1876517/?ref_=fn_tt_tt_1,4,3.2,anthropomorphic animal|china|furry|rabbit,,5,China,89,0,0,0,Rebecca Black,12,Color,7/11/2011 0:00,1854,Tom Arnold,188,408,Jon Heder,618,
Legend,27000,1865774,English,Brian Helgeland,2015,Biography|Crime|Drama|History|Thriller,43000,fall,http://www.imdb.com/title/tt3569230/?ref_=fn_tt_tt_1,5,7,1960s|based on a true story|gangster|identical twins|murder,2.35,260,UK,132,2,241,4,Tara Fitzgerald,174,Color,11/20/2015 0:00,27659,Paul Anderson,151,87682,Tom Hardy,154,30000000
Legends of the Fall,12000,66528842,English,Edward Zwick,1994,Drama|Romance|War|Western,11000,winter,http://www.imdb.com/title/tt0110322/?ref_=fn_tt_tt_1,3.5,7.5,epic|heart|killing an animal|passion|usa,1.85,57,USA,133,2,380,4,Julia Ormond,329,Color,1/13/1995 0:00,26388,Brad Pitt,918,112175,Anthony Hopkins,11000,30000000
Legion,2000,40168080,English,Scott Stewart,2010,Action|Fantasy|Horror,0,winter,http://www.imdb.com/title/tt1038686/?ref_=fn_tt_tt_1,4,5.2,angel|diner|faith|human race|religious faith,2.35,226,USA,100,0,124,4,Charles S. Dutton,315,Color,1/22/2010 0:00,3889,Kate Walsh,534,80870,Dennis Quaid,850,26000000
Les couloirs du temps: Les visiteurs II,106,146072,French,Jean-Marie Poir\xc3\xa9,1998,Comedy|Family|Fantasy|Sci-Fi,136,Fail,http://www.imdb.com/title/tt0120882/?ref_=fn_tt_tt_1,3.5,6,jewel|knight|magical potion|sequel|time travel comedy,2.35,8,France,118,0,8,No_Date,Marie-Anne Chazel,16,Color,No date,182,Philippe Nahon,11,7147,Christian Clavier,56,140000000
Les Mis\xc3\xa9rables,20000,148775460,English,Tom Hooper,2012,Drama|Musical|Romance,144000,winter,http://www.imdb.com/title/tt1707386/?ref_=fn_tt_tt_1,0.5,7.6,barricade|innkeeper|parole|rebellion|student,1.85,488,USA,158,1,0,1,Anne Hathaway,845,Color,12/25/2012 0:00,46204,Eddie Redmayne,11000,243834,Hugh Jackman,13000,61000000
Les visiteurs,106,700000,French,Jean-Marie Poir\xc3\xa9,1993,Comedy|Fantasy|Sci-Fi,0,summer,http://www.imdb.com/title/tt0108500/?ref_=fn_tt_tt_1,,7,distant past|future time travel|nobleman|squire|trapped in the past,2.35,16,France,107,1,8,4,Val\xc3\xa9rie Lemercier,78,Color,7/12/1996 0:00,215,Isabelle Nanty,39,24438,Christian Clavier,54,50000000
Let Me In,17000,12134420,English,Matt Reeves,2010,Drama|Fantasy|Horror|Mystery,25000,fall,http://www.imdb.com/title/tt1228987/?ref_=fn_tt_tt_1,,7.2,blood|boy|night|school|vampire,2.35,390,UK,116,0,198,4,Kodi Smit-McPhee,366,Color,10/1/2010 0:00,20258,Dylan Minnette,884,92237,Chlo\xc3\xab Grace Moretz,1000,20000000
Lethal Weapon 3,808,144731527,English,Richard Donner,1992,Action|Crime|Thriller,0,spring,http://www.imdb.com/title/tt0104714/?ref_=fn_tt_tt_1,3,6.7,gangster|gun|internal affairs|police|police officer,2.35,68,USA,121,2,503,4,Stuart Wilson,136,Color,5/15/1992 0:00,1446,Nick Chinlund,94,128010,Rene Russo,277,35000000
Lethal Weapon 4,5000,129734803,English,Richard Donner,1998,Action|Crime|Thriller,0,summer,http://www.imdb.com/title/tt0122151/?ref_=fn_tt_tt_1,3,6.6,kung fu|lapd|martial arts|private investigator|triad,2.35,141,USA,127,2,503,4,Darlene Love,287,Color,7/10/1998 0:00,6171,Rene Russo,91,127497,Jet Li,808,140000000
Letters from Iwo Jima,378,13753931,Japanese,Clint Eastwood,2006,Drama|History|War,5000,winter,http://www.imdb.com/title/tt0498380/?ref_=fn_tt_tt_1,0.5,7.9,blood splatter|general|island|japan|world war two,2.35,251,USA,141,0,16000,4,Shid\xc3\xb4 Nakamura,316,Color,2/2/2007 0:00,751,Kazunari Ninomiya,78,132149,Yuki Matsuzaki,85,19000000
Letters to God,439,2848578,English,David Nixon,2010,Drama|Family,0,spring,http://www.imdb.com/title/tt1462054/?ref_=fn_tt_tt_1,,6.3,cancer|faith|hope|letter|prayer,1.78,19,USA,110,0,13,4,Christopher Schmidt,65,Color,4/9/2010 0:00,1567,Michael Bolten,221,3942,Robyn Lively,399,3500000
Letters to Juliet,898,53021560,English,Gary Winick,2010,Comedy|Drama|Romance,13000,spring,http://www.imdb.com/title/tt0892318/?ref_=fn_tt_tt_1,,6.5,chick flick|female protagonist|italian stereotype|man in a swimsuit|verona italy,2.35,159,USA,105,1,56,4,Luisa Ranieri,156,Color,5/14/2010 0:00,1026,Marcia DeBonis,22,74630,Vanessa Redgrave,60,30000000
Liar Liar,509,181395380,English,Tom Shadyac,1997,Comedy|Fantasy|Romance,0,spring,http://www.imdb.com/title/tt0119528/?ref_=fn_tt_tt_1,,6.8,birthday|birthday wish|father disappoints child|lie|workaholic,1.85,73,USA,86,1,293,4,Randall Tex Cob,243,Color,3/21/1997 0:00,2070,Swoosie Kurtz,255,220392,Maura Tierney,418,45000000
Licence to Kill,683,34667015,English,John Glen,1989,Action|Adventure|Thriller,0,summer,http://www.imdb.com/title/tt0097742/?ref_=fn_tt_tt_1,,6.6,drug cartel|drug lord|james bond 007|personal vendetta|vengeance,2.35,117,UK,133,0,46,4,Anthony Zerbe,317,Color,7/14/1989 0:00,2371,Talisa Soto,275,74009,Robert Davi,349,32000000
License to Wed,49000,43792641,English,Ken Kwapis,2007,Comedy|Romance,913,summer,http://www.imdb.com/title/tt0762114/?ref_=fn_tt_tt_1,2,5.3,box office flop|church|kissing|usa|wedding,2.35,120,USA,91,3,42,1,Mindy Kaling,119,Color,7/3/2007 0:00,52566,Christine Taylor,766,32157,Robin Williams,838,35000000
Lies in Plain Sight,919,,English,Patricia Cardoso,2010,Drama,162,Fail,http://www.imdb.com/title/tt1675312/?ref_=fn_tt_tt_1,,6.3,,1.78,,USA,89,1,15,No weekday,Cheyenne Haynes,4,Color,No date,3873,Martha Higareda,650,544,Rosie Perez,718,2100000
Life as a House,16000,15561627,English,Irwin Winkler,2001,Drama,0,fall,http://www.imdb.com/title/tt0264796/?ref_=fn_tt_tt_1,,7.5,cancer|construction|house|house construction|neighbor,2.35,99,USA,125,0,34,4,Kristin Scott Thomas,359,Color,11/9/2001 0:00,21622,Hayden Christensen,1000,39105,Ian Somerhalder,4000,18000000
Life During Wartime,1000,278821,English,Todd Solondz,2009,Comedy|Drama,0,spring,http://www.imdb.com/title/tt0808526/?ref_=fn_tt_tt_1,4,6.5,forgiveness|ghost|new jersey|pedophile|three sisters,1.85,159,USA,98,1,377,4,Charlotte Rampling,37,Color,4/16/2010 0:00,5041,Shirley Henderson,844,5465,Rich Pecci,887,
Life of Pi,774,124976634,English,Ang Lee,2012,Adventure|Drama|Fantasy,122000,fall,http://www.imdb.com/title/tt0454876/?ref_=fn_tt_tt_1,,8,animal|faith|india|journey|tiger,1.85,552,USA,127,0,0,2,Tabu,755,Color,11/21/2012 0:00,2121,Rafe Spall,341,440084,Suraj Sharma,358,120000000
Life or Something Like It,11000,14448589,English,Stephen Herek,2002,Comedy|Romance,835,spring,http://www.imdb.com/title/tt0282687/?ref_=fn_tt_tt_1,,5.8,football|homeless man|interview|psychic|reporter,2.35,86,USA,103,2,65,4,James Gammon,128,Color,4/26/2002 0:00,12566,Stockard Channing,311,19364,Angelina Jolie Pitt,944,40000000
Life            ,374,,English,,,Crime|Drama|Mystery,0,Fail,http://www.imdb.com/title/tt0874936/?ref_=fn_tt_tt_1,,8.3,cop|murder|partner|police|protective male,,12,USA,45,1,,No_Date,Damian Lewis,67,Color,No date,504,Brent Sexton,0,29450,Adam Arkin,130,
Lifeforce,338,,English,Tobe Hooper,1985,Action|Horror|Sci-Fi|Thriller,0,summer,http://www.imdb.com/title/tt0089489/?ref_=fn_tt_tt_1,,6.1,alien|halleys comet|life force|space vampire|vampire,2.35,159,UK,101,0,365,4,Peter Firth,189,Color,6/21/1985 0:00,1008,Steve Railsback,141,15531,Frank Finlay,246,25000000
Light from the Darkroom,595,,English,Lance McDaniel,2014,Action|Drama|Thriller,9,Fail,http://www.imdb.com/title/tt3130704/?ref_=fn_tt_tt_1,3,8,china|faith|panama|photography|suspense,,,USA,90,0,0,No weekday,Lymari Nadal,1,Color,No date,1754,Steven Michael Quezada,271,6,Russell Wong,412,600000
Light It Up,3000,5871603,English,Craig Bolotin,1999,Drama|Thriller,251,fall,http://www.imdb.com/title/tt0172726/?ref_=fn_tt_tt_1,,6,black cop|die hard scenario|hostage negotiator|police|police brutality,1.85,39,USA,99,3,7,2,Robert Richard,39,Color,11/10/1999 0:00,6485,Vanessa Williams,730,3116,Rosario Dawson,1000,13000000
Light Sleeper,722,1100000,English,Paul Schrader,1992,Crime|Drama,247,winter,http://www.imdb.com/title/tt0102307/?ref_=fn_tt_tt_1,,6.8,bare breasts|drugs|existentialism|new york city|redemption,1.85,19,USA,103,0,261,4,David Clennon,39,Color,3/13/1992 0:00,1201,Jane Adams,145,3665,Dana Delany,280,5000000
